recno,T17ID,oldID,RAJ2000,DEJ2000,Prob,Rgc,PA,umag,gmag,rmag,imag,zmag,e_umag,s_umag,e_gmag,s_gmag,e_rmag,s_rmag,e_imag,s_imag,e_zmag,s_zmag
2267,T17-2267," ",201.9670833333333,-43.94179999999999,1.0,66.1,137.82,23.46,21.54,20.86,20.49,20.38,0.03,0.13,0.03,0.08,0.02,0.1,0.01,0.04,0.02,0.06
2182,T17-2182," ",201.8435833333333,-43.974033333333324,1.0,64.09,145.15,23.51,21.92,21.32,20.9,20.81,0.03,0.13,0.04,0.1,0.03,0.12,0.02,0.06,0.03,0.09
2244,T17-2244," ",201.93162499999997,-43.942811111111105,1.0,65.02,139.57,23.52,21.44,20.7,20.23,20.13,0.03,0.13,0.02,0.08,0.02,0.1,0.01,0.04,0.01,0.05
2236,T17-2236," ",201.91187499999998,-43.909544444444435,1.0,62.7,139.55,22.75,20.99,20.31,19.91,19.78,0.02,0.1,0.02,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2215,T17-2215," ",201.88791666666663,-43.88528611111111,1.0,60.71,140.05,22.61,20.85,20.16,19.72,19.59,0.02,0.1,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2251,T17-2251," ",201.94541666666663,-43.87044722222222,1.0,61.82,136.6,23.85,22.22,21.46,21.08,20.94,0.04,0.15,0.05,0.13,0.04,0.13,0.02,0.07,0.03,0.09
946,T17-0946," ",200.8408333333333,-44.57516944444444,1.0,98.52,205.31,23.26,21.2,20.47,19.99,19.99,0.04,0.13,0.02,0.07,0.02,0.09,0.01,0.04,0.02,0.05
1096,T17-1096," ",201.0488333333333,-44.35495277777777,1.0,82.37,198.32,20.48,18.49,17.75,17.24,17.11,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
952,T17-0952," ",200.84504166666665,-44.453958333333325,1.0,91.57,206.92,22.02,20.36,19.69,19.24,19.13,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.04
961,T17-0961," ",200.8660833333333,-44.40783888888888,1.0,88.54,206.7,22.59,21.37,20.87,20.51,20.46,0.02,0.1,0.03,0.07,0.02,0.1,0.02,0.06,0.03,0.08
917,T17-0917," ",200.80729166666663,-44.417044444444436,1.0,90.31,209.19,23.86,21.86,20.91,20.45,20.28,0.07,0.17,0.04,0.11,0.02,0.1,0.02,0.06,0.02,0.07
921,T17-0921," ",200.8113333333333,-44.36209444444444,1.0,87.16,209.97,20.21,18.51,17.91,17.57,17.58,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
967,T17-0967," ",200.87029166666665,-44.35681111111111,1.0,85.58,207.35,23.46,21.66,21.0,20.53,20.39,0.05,0.13,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.08
1075,T17-1075," ",201.03129166666665,-44.27655277777777,0.5,78.06,200.34,20.06,18.36,17.72,17.38,17.38,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
1073,T17-1073," ",201.02841666666663,-44.210588888888886,1.0,74.29,201.51,21.32,20.01,19.46,19.16,19.13,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.03
1143,T17-1143," ",201.10579166666665,-44.20741944444444,1.0,72.98,196.93,21.87,20.64,20.0,19.6,19.51,0.01,0.08,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
1348,T17-1348," ",201.2548333333333,-44.127311111111105,1.0,66.82,187.89,23.42,21.46,20.79,20.23,20.05,0.05,0.13,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.06
1387,T17-1387," ",201.27083333333331,-44.12128055555555,1.0,66.37,186.79,22.7,21.26,20.83,20.38,20.33,0.03,0.1,0.02,0.07,0.02,0.1,0.02,0.06,0.02,0.07
1405,T17-1405," ",201.2787083333333,-44.094588888888886,1.0,64.74,186.38,23.4,21.36,20.53,19.99,19.89,0.05,0.13,0.03,0.07,0.02,0.09,0.01,0.04,0.02,0.05
1249,T17-1249," ",201.2032083333333,-44.112738888888885,1.0,66.33,191.65,21.44,19.6,18.94,18.57,18.54,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
895,T17-0895," ",200.76566666666665,-44.27389722222222,1.0,83.44,213.71,20.65,19.26,18.62,18.24,18.21,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
985,T17-0985," ",200.8905833333333,-44.238322222222216,1.0,78.5,208.51,20.46,18.97,18.41,18.04,18.03,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
1072,T17-1072," ",201.02791666666664,-44.198522222222216,1.0,73.6,201.74,20.05,18.55,17.98,17.71,17.68,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
1049,T17-1049," ",200.99437499999996,-44.10095555555555,1.0,68.62,205.51,22.98,21.3,20.36,19.84,19.68,0.03,0.11,0.02,0.07,0.03,0.12,0.01,0.06,0.01,0.05
1198,T17-1198," ",201.16383333333332,-44.08279166666666,1.0,64.95,194.75,23.43,21.74,20.87,20.44,20.32,0.05,0.13,0.04,0.09,0.02,0.1,0.02,0.06,0.02,0.07
1396,T17-1396," ",201.2739583333333,-43.942363888888885,1.0,55.66,187.8,21.78,19.67,18.74,18.11,17.92,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
1383,T17-1383," ",201.26816666666664,-43.925286111111106,1.0,54.68,188.45,22.64,21.16,20.55,20.08,20.04,0.03,0.1,0.02,0.06,0.02,0.09,0.01,0.05,0.02,0.06
1231,T17-1231," ",201.1940833333333,-43.9172861111111,1.0,54.86,194.8,23.5,21.44,20.46,19.87,19.67,0.05,0.13,0.03,0.08,0.02,0.09,0.01,0.04,0.01,0.05
1771,T17-1771," ",201.4564583333333,-44.100002777777775,1.0,65.08,173.28,22.58,21.01,20.4,19.98,19.87,0.02,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.02,0.05
1958,T17-1958," ",201.54537499999998,-44.062374999999996,1.0,63.52,166.48,23.39,21.35,20.37,19.8,19.6,0.05,0.13,0.03,0.07,0.01,0.09,0.01,0.04,0.01,0.05
2021,T17-2021," ",201.60479166666664,-44.03732777777777,1.0,62.76,161.87,21.08,19.48,18.82,18.46,18.45,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
1643,T17-1643," ",201.39662499999997,-44.053977777777774,1.0,62.12,177.57,21.65,19.95,18.97,18.47,18.36,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.02
1702,T17-1702," ",201.4249583333333,-43.93854999999999,1.0,55.28,174.83,23.61,21.79,20.95,20.54,20.45,0.06,0.14,0.04,0.09,0.02,0.1,0.02,0.06,0.03,0.08
1872,T17-1872," ",201.4994583333333,-43.87364444444444,1.0,51.9,167.69,22.88,21.16,20.59,20.2,20.12,0.03,0.1,0.02,0.06,0.02,0.09,0.02,0.06,0.02,0.06
2128,T17-2128," ",201.75912499999998,-43.89598333333333,1.0,57.68,148.05,21.13,19.53,18.92,18.48,18.4,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2142,T17-2142," ",201.77691666666664,-43.88913333333333,1.0,57.75,146.7,22.33,20.94,20.4,20.05,19.97,0.01,0.09,0.02,0.05,0.01,0.09,0.01,0.03,0.01,0.05
2157,T17-2157," ",201.79399999999998,-43.87393611111111,1.0,57.38,145.16,22.41,20.36,19.69,19.31,19.27,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2055,T17-2055," ",201.64637499999998,-43.923713888888884,1.0,56.84,156.65,22.45,21.0,20.4,20.04,19.95,0.01,0.09,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.05
2102,T17-2102," ",201.7084583333333,-43.87870833333333,1.0,55.54,151.0,22.57,20.75,20.03,19.58,19.41,0.01,0.09,0.01,0.05,0.01,0.09,0.01,0.02,0.01,0.04
2103,T17-2103," ",201.7102083333333,-43.87643055555555,1.0,55.45,150.82,23.9,21.81,20.99,20.53,20.42,0.05,0.15,0.03,0.1,0.02,0.1,0.01,0.04,0.02,0.07
2178,T17-2178," ",201.83729166666663,-43.88606666666666,1.0,59.23,142.92,23.68,21.78,20.74,20.16,19.92,0.04,0.14,0.03,0.09,0.02,0.1,0.01,0.03,0.01,0.05
2208,T17-2208," ",201.88224999999997,-43.75127222222222,1.0,53.78,135.64,23.41,21.23,20.46,19.96,19.77,0.04,0.13,0.02,0.07,0.02,0.09,0.01,0.03,0.01,0.04
2219,T17-2219," ",201.8900833333333,-43.736147222222215,1.0,53.32,134.62,22.63,20.97,20.38,19.99,19.89,0.02,0.1,0.02,0.05,0.01,0.09,0.01,0.03,0.01,0.05
2111,T17-2111," ",201.72870833333332,-43.769722222222214,1.0,50.04,146.14,24.06,22.44,21.77,21.34,21.13,0.08,0.17,0.07,0.15,0.05,0.13,0.02,0.07,0.04,0.1
2087,T17-2087," ",201.6848333333333,-43.797261111111105,1.0,50.48,150.35,21.62,20.19,19.64,19.29,19.23,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
1505,T17-1505," ",201.32566666666665,-43.969422222222214,1.0,57.07,183.3,23.28,21.43,20.52,20.07,19.93,0.04,0.12,0.03,0.08,0.02,0.09,0.01,0.05,0.02,0.05
1638,T17-1638," ",201.3954583333333,-43.91490277777777,1.0,53.78,177.3,22.84,21.67,20.8,20.16,20.03,0.03,0.1,0.03,0.09,0.02,0.1,0.02,0.05,0.02,0.06
1717,T17-1717," ",201.42991666666663,-43.89823888888888,1.0,52.89,174.16,21.5,19.78,19.11,18.73,18.72,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.03
1976,T17-1976," ",201.5669583333333,-43.77800277777777,1.0,47.12,159.77,22.64,20.76,20.08,19.66,19.53,0.02,0.1,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
1690,T17-1690," ",201.4193333333333,-43.797063888888886,1.0,46.79,174.48,21.68,19.6,18.76,18.29,18.19,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
1367,T17-1367," ",201.26179166666662,-43.77986388888888,1.0,46.06,190.65,23.79,21.83,20.99,20.45,20.27,0.05,0.14,0.04,0.1,0.02,0.1,0.01,0.04,0.02,0.06
1411,T17-1411," ",201.28174999999996,-43.76152777777777,1.0,44.82,188.83,23.21,21.33,20.51,19.98,19.81,0.03,0.12,0.02,0.07,0.02,0.09,0.01,0.03,0.01,0.05
1852,T17-1852,GC0335,201.48866666666663,-43.68583333333333,-1.0,40.68,165.62,21.41,20.08,19.54,19.24,19.19,0.01,0.08,0.02,0.05,0.02,0.09,0.01,0.02,0.01,0.03
1593,T17-1593,GC0216,201.37616666666665,-43.69822222222221,-1.0,40.75,178.7,21.25,20.06,19.63,19.5,19.44,0.02,0.08,0.02,0.05,0.02,0.09,0.01,0.03,0.02,0.04
1835,T17-1835," ",201.48279166666663,-43.61900277777777,0.25,36.68,164.83,22.12,20.55,19.96,19.6,19.52,0.01,0.09,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2014,T17-2014," ",201.5993333333333,-43.74765277777777,1.0,45.92,156.0,21.62,20.16,19.58,19.22,19.12,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2016,T17-2016," ",201.59962499999997,-43.743083333333324,1.0,45.66,155.85,23.68,21.78,21.11,20.72,20.59,0.05,0.14,0.04,0.09,0.03,0.11,0.01,0.05,0.02,0.07
2052,T17-2052," ",201.6434583333333,-43.705413888888884,1.0,44.44,150.7,22.91,21.25,20.66,20.28,20.15,0.03,0.1,0.02,0.07,0.02,0.1,0.01,0.04,0.01,0.05
1991,T17-1991," ",201.58487499999998,-43.721936111111106,1.0,44.18,156.6,23.11,21.2,20.42,19.99,19.88,0.03,0.11,0.02,0.06,0.02,0.09,0.01,0.03,0.01,0.05
1998,T17-1998,GC0389,201.58799999999997,-43.70678333333333,1.0,43.37,155.85,21.51,19.91,19.18,18.75,18.63,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.02
2126,T17-2126," ",201.7583333333333,-43.636397222222215,1.0,43.92,138.64,21.65,20.09,19.4,19.02,18.94,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.02
2138,T17-2138," ",201.7735833333333,-43.61059444444444,1.0,43.13,136.35,23.67,22.1,21.49,21.02,20.93,0.04,0.14,0.05,0.12,0.04,0.13,0.02,0.07,0.03,0.09
2155,T17-2155," ",201.7922083333333,-43.60083888888888,1.0,43.3,134.6,20.75,19.19,18.61,18.27,18.26,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2116,T17-2116," ",201.7420833333333,-43.61364999999999,1.0,42.24,138.78,20.99,19.01,18.23,17.83,17.76,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
1907,T17-1907," ",201.51512499999998,-43.644436111111105,1.0,38.58,161.66,23.58,22.21,21.73,21.25,21.18,0.04,0.13,0.05,0.13,0.04,0.13,0.02,0.07,0.04,0.1
1949,T17-1949," ",201.5392083333333,-43.58573333333333,0.25,35.57,157.01,20.71,19.25,18.73,18.4,18.36,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2101,T17-2101," ",201.7064583333333,-43.56448888888888,1.0,38.6,139.18,22.06,20.27,19.64,19.29,19.22,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2071,T17-2071," ",201.6718333333333,-43.549586111111104,1.0,36.77,141.41,23.76,21.99,21.03,20.47,20.23,0.05,0.14,0.04,0.1,0.02,0.11,0.01,0.04,0.02,0.06
2127,T17-2127,H12-181,201.7583333333333,-43.501930555555546,1.0,37.36,131.68,23.88,22.14,21.36,20.95,20.77,0.07,0.15,0.09,0.12,0.09,0.12,0.02,0.06,0.03,0.08
2081,T17-2081," ",201.67837499999996,-43.49052499999999,1.0,33.96,137.51,22.88,21.19,20.41,20.06,19.89,0.02,0.1,0.03,0.06,0.03,0.09,0.01,0.03,0.01,0.05
2472,T17-2472," ",202.3790833333333,-43.97436388888888,1.0,83.59,124.14,23.23,21.71,21.0,20.57,20.55,0.04,0.12,0.05,0.09,0.03,0.1,0.03,0.07,0.04,0.09
2372,T17-2372," ",202.1678333333333,-44.04089999999999,1.0,77.97,132.46,22.92,21.49,20.87,20.41,20.21,0.03,0.1,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
2378,T17-2378," ",202.18054166666664,-43.9145,1.0,72.67,128.34,23.39,21.43,20.65,20.21,20.17,0.05,0.13,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
2444,T17-2444," ",202.32016666666664,-43.90865833333333,1.0,78.31,123.86,22.62,21.19,20.84,20.44,20.41,0.03,0.1,0.02,0.06,0.02,0.1,0.02,0.06,0.03,0.08
2458,T17-2458," ",202.35362499999997,-43.890249999999995,1.0,79.06,122.42,23.17,22.36,21.24,20.79,20.63,0.04,0.12,0.06,0.14,0.03,0.12,0.03,0.07,0.04,0.1
2394,T17-2394," ",202.21179166666664,-43.90964722222222,1.0,73.73,127.15,22.4,20.61,19.66,19.14,19.01,0.02,0.09,0.01,0.05,0.01,0.08,0.01,0.03,0.01,0.03
2508,T17-2508," ",202.45799999999997,-43.9496,1.0,86.12,121.51,22.32,20.97,20.26,19.75,19.63,0.02,0.09,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2528,T17-2528," ",202.53987499999997,-43.89679444444444,1.0,87.99,118.3,23.5,21.58,20.73,20.34,20.19,0.06,0.14,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
2477,T17-2477," ",202.39374999999998,-43.92152777777777,1.0,82.1,122.29,22.38,21.13,20.57,20.05,19.98,0.02,0.09,0.02,0.06,0.02,0.09,0.01,0.04,0.02,0.06
2474,T17-2474," ",202.3865833333333,-43.9029361111111,1.0,81.05,121.94,21.97,20.81,20.26,20.0,19.87,0.02,0.09,0.02,0.06,0.01,0.09,0.01,0.05,0.02,0.06
2498,T17-2498," ",202.4430833333333,-43.872325,1.0,82.49,119.71,21.99,19.93,19.05,18.57,18.35,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.02
2554,T17-2554," ",202.58579166666664,-43.80242777777777,1.0,87.03,114.85,22.54,20.91,19.98,19.5,19.29,0.02,0.1,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.04
2572,T17-2572," ",202.61574999999996,-43.77654444444444,1.0,87.73,113.62,23.75,21.76,20.87,20.33,20.1,0.06,0.16,0.03,0.09,0.02,0.1,0.02,0.06,0.02,0.07
2582,T17-2582," ",202.63504166666664,-43.75216111111111,1.0,87.98,112.63,23.17,22.05,21.17,20.75,20.52,0.04,0.12,0.04,0.13,0.03,0.11,0.03,0.07,0.03,0.09
2584,T17-2584," ",202.6363333333333,-43.74294999999999,1.0,87.77,112.36,22.71,21.31,20.68,20.16,20.02,0.03,0.1,0.02,0.07,0.02,0.1,0.02,0.05,0.02,0.06
2587,T17-2587," ",202.63858333333332,-43.71143055555555,1.0,86.97,111.45,22.14,20.81,20.16,19.74,19.55,0.02,0.09,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2500,T17-2500," ",202.44754166666664,-43.776711111111105,1.0,79.27,116.81,23.62,22.69,21.46,21.05,20.66,0.06,0.16,0.09,0.17,0.04,0.12,0.04,0.1,0.04,0.1
2457,T17-2457," ",202.34979166666665,-43.78718055555555,1.0,74.93,119.38,22.74,20.85,20.05,19.64,19.47,0.03,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2468,T17-2468," ",202.37299999999996,-43.76753055555555,1.0,75.33,118.2,20.85,19.34,18.74,18.39,18.29,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2527,T17-2527," ",202.53762499999996,-43.766594444444436,1.0,83.43,114.72,23.01,21.04,20.23,19.83,19.63,0.03,0.12,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2362,T17-2362," ",202.15404166666664,-43.902672222222215,1.0,71.07,128.9,23.2,21.32,20.46,20.05,19.94,0.04,0.12,0.03,0.07,0.02,0.09,0.01,0.05,0.02,0.05
2306,T17-2306," ",202.0608333333333,-43.907624999999996,1.0,67.71,132.61,22.19,20.73,20.02,19.57,19.42,0.02,0.09,0.02,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2384,T17-2384," ",202.1897083333333,-43.76783055555555,1.0,66.83,123.25,23.21,21.11,20.28,19.83,19.67,0.03,0.12,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.04
2416,T17-2416," ",202.26974999999996,-43.74372499999999,1.0,69.55,120.06,23.35,21.66,20.8,20.45,20.24,0.04,0.13,0.03,0.09,0.02,0.1,0.02,0.06,0.03,0.07
2407,T17-2407," ",202.24499999999998,-43.72552499999999,1.0,67.71,120.12,23.35,21.43,20.66,20.31,20.1,0.04,0.13,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
2336,T17-2336," ",202.10720833333332,-43.79595555555555,1.0,64.46,127.07,21.84,19.94,19.27,18.86,18.76,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2304,T17-2304," ",202.0525833333333,-43.80925277777777,1.0,62.84,129.67,20.14,18.55,18.04,17.72,17.71,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.01,0.01,0.02
2298,T17-2298," ",202.0408333333333,-43.77988055555555,1.0,61.05,129.11,22.44,20.87,20.18,19.79,19.69,0.02,0.09,0.02,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2326,T17-2326," ",202.09166666666664,-43.71354444444444,1.0,60.3,124.64,23.37,21.36,20.54,20.03,19.79,0.04,0.12,0.02,0.07,0.02,0.09,0.01,0.03,0.02,0.05
2355,T17-2355," ",202.14624999999998,-43.79376388888888,1.0,66.01,125.6,21.57,19.66,18.88,18.55,18.24,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2353,T17-2353," ",202.1415833333333,-43.79158333333333,1.0,65.72,125.68,23.12,21.89,21.39,21.35,20.9,0.04,0.12,0.04,0.11,0.03,0.12,0.05,0.11,0.02,0.08
2349,T17-2349," ",202.1374583333333,-43.789738888888884,1.0,65.46,125.76,23.06,21.52,20.84,20.44,20.31,0.03,0.11,0.03,0.08,0.02,0.1,0.01,0.04,0.02,0.06
2350,T17-2350," ",202.13841666666664,-43.746669444444436,1.0,63.71,124.2,21.55,19.94,19.43,19.1,19.02,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2396,T17-2396," ",202.22079166666663,-43.720324999999995,1.0,66.38,120.64,23.83,21.81,20.76,20.24,19.93,0.07,0.17,0.04,0.11,0.03,0.1,0.02,0.06,0.02,0.05
2344,T17-2344," ",202.12979166666665,-43.70846666666666,1.0,61.77,123.09,22.66,21.09,20.29,19.95,19.73,0.03,0.1,0.02,0.06,0.01,0.09,0.01,0.03,0.01,0.05
2455,T17-2455," ",202.34449999999998,-43.76193055555555,1.0,73.75,118.71,20.94,19.6,18.92,18.46,18.25,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2446,T17-2446," ",202.3255833333333,-43.756699999999995,1.0,72.66,119.01,22.7,21.28,20.6,20.2,20.01,0.03,0.1,0.02,0.07,0.02,0.1,0.02,0.05,0.02,0.06
2435,T17-2435," ",202.30687499999996,-43.71473055555555,1.0,70.25,118.1,22.57,20.85,20.06,19.71,19.48,0.02,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2452,T17-2452," ",202.3407083333333,-43.69774166666666,1.0,71.31,116.7,22.42,20.85,20.22,19.89,19.73,0.02,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.02,0.05
2539,T17-2539," ",202.56158333333332,-43.611936111111106,1.0,80.12,109.73,24.2,22.45,21.6,21.03,20.84,0.1,0.19,0.06,0.15,0.04,0.12,0.03,0.1,0.04,0.1
2540,T17-2540," ",202.56837499999997,-43.562636111111104,1.0,79.22,108.12,22.95,21.67,21.06,20.77,20.62,0.03,0.11,0.03,0.09,0.02,0.11,0.03,0.07,0.04,0.09
2413,T17-2413," ",202.25983333333332,-43.64849166666666,1.0,65.64,116.97,22.82,21.35,20.92,20.47,20.32,0.03,0.1,0.03,0.07,0.02,0.1,0.01,0.04,0.04,0.08
2436,T17-2436," ",202.30916666666664,-43.63941388888888,0.97,67.78,115.43,22.88,21.41,20.81,20.45,20.33,0.03,0.1,0.03,0.08,0.02,0.1,0.01,0.04,0.03,0.08
2425,T17-2425," ",202.28824999999998,-43.62965277777777,1.0,66.41,115.58,23.16,21.52,20.74,20.36,20.24,0.03,0.11,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.07
2405,T17-2405," ",202.24212499999996,-43.63594444444444,1.0,64.33,116.98,23.86,22.05,21.33,20.91,20.71,0.06,0.15,0.05,0.13,0.03,0.12,0.02,0.06,0.02,0.08
2417,T17-2417," ",202.27429166666664,-43.57496111111111,1.0,63.94,113.89,23.5,21.43,20.51,19.96,19.68,0.04,0.13,0.03,0.08,0.02,0.09,0.01,0.04,0.01,0.04
2456,T17-2456," ",202.34758333333332,-43.54680277777777,1.0,66.92,111.27,21.08,19.51,18.91,18.59,18.54,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2491,T17-2491," ",202.42924999999997,-43.57534166666666,1.0,72.05,110.74,22.15,20.92,20.35,19.98,19.87,0.02,0.09,0.02,0.06,0.01,0.09,0.01,0.04,0.02,0.06
2486,T17-2486," ",202.41966666666664,-43.46986111111111,1.0,68.81,107.23,23.27,21.21,20.36,19.88,19.66,0.03,0.12,0.02,0.07,0.01,0.09,0.01,0.03,0.01,0.05
2513,T17-2513," ",202.48079166666665,-43.44123055555555,1.0,71.57,105.36,22.39,21.03,20.45,19.94,19.92,0.02,0.09,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2512,T17-2512," ",202.47841666666665,-43.4403611111111,1.0,71.42,105.36,23.18,21.19,20.28,19.87,19.72,0.03,0.12,0.02,0.06,0.01,0.09,0.01,0.04,0.01,0.04
2617,T17-2617," ",202.71670833333332,-43.77933611111111,1.0,93.05,112.1,22.19,20.29,19.6,19.18,19.09,0.02,0.09,0.01,0.04,0.01,0.08,0.01,0.03,0.01,0.04
2629,T17-2629," ",202.74491666666663,-43.75824166666666,1.0,93.92,111.15,22.73,21.4,20.74,20.22,20.04,0.03,0.1,0.03,0.08,0.02,0.1,0.02,0.06,0.02,0.06
2619,T17-2619," ",202.71841666666663,-43.75314999999999,1.0,92.38,111.39,21.93,20.45,19.85,19.49,19.35,0.01,0.09,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2634,T17-2634," ",202.75879166666664,-43.72614166666666,1.0,93.77,110.13,23.94,21.87,21.11,20.69,20.42,0.08,0.17,0.04,0.11,0.03,0.11,0.03,0.07,0.03,0.08
2599,T17-2599," ",202.66116666666665,-43.733233333333324,1.0,88.79,111.71,22.37,20.57,20.12,19.84,19.65,0.02,0.09,0.01,0.05,0.01,0.09,0.01,0.04,0.01,0.05
2603,T17-2603," ",202.67124999999996,-43.69676944444444,1.0,88.29,110.56,20.97,19.38,18.75,18.37,18.18,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2592,T17-2592," ",202.643625,-43.70810833333333,1.0,87.14,111.28,23.09,21.29,20.49,20.13,19.99,0.04,0.12,0.02,0.07,0.02,0.09,0.02,0.05,0.02,0.06
2709,T17-2709," ",202.89949999999996,-43.604808333333324,1.0,98.55,105.45,22.46,20.29,19.37,18.84,18.58,0.02,0.1,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2682,T17-2682," ",202.8352083333333,-43.565416666666664,1.0,94.1,105.07,22.52,21.15,20.32,19.86,19.76,0.02,0.1,0.02,0.06,0.01,0.09,0.01,0.04,0.02,0.05
2569,T17-2569," ",202.61316666666664,-43.6160861111111,1.0,83.01,109.1,23.08,21.27,20.25,19.66,19.43,0.03,0.12,0.02,0.07,0.01,0.09,0.01,0.04,0.01,0.04
2597,T17-2597," ",202.65741666666665,-43.57005833333333,1.0,84.29,107.16,20.28,18.66,18.0,17.69,17.61,0.01,0.08,0.01,0.03,0.01,0.08,0.01,0.02,0.01,0.02
2613,T17-2613," ",202.70129166666663,-43.57733055555555,1.0,86.89,106.84,23.88,22.46,21.68,20.96,20.84,0.07,0.17,0.06,0.15,0.04,0.13,0.03,0.08,0.04,0.1
2680,T17-2680," ",202.83016666666663,-43.44798888888888,1.0,91.6,102.0,22.63,20.69,19.81,19.39,19.27,0.02,0.1,0.01,0.05,0.01,0.09,0.01,0.03,0.01,0.04
2688,T17-2688," ",202.85779166666663,-43.43453611111111,1.0,92.97,101.42,22.21,20.81,20.08,19.66,19.52,0.01,0.09,0.01,0.06,0.01,0.09,0.01,0.04,0.01,0.05
2739,T17-2739," ",202.96058333333332,-43.553861111111104,1.0,100.97,103.65,21.63,19.81,19.01,18.58,18.41,0.01,0.08,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.02
2834,T17-2834," ",203.20074999999997,-43.413058333333325,1.0,112.65,98.86,22.23,20.4,19.34,18.73,18.57,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
2808,T17-2808," ",203.1064583333333,-43.41291111111111,1.0,107.12,99.33,22.27,20.13,19.32,18.85,18.74,0.01,0.09,0.01,0.04,0.01,0.08,0.01,0.02,0.01,0.03
